fecha_incio,fecha_fin,hora_inicio,hora_fin,unidad_de_negocio,canton
22/11/2024,24/11/2024,8:00,12:00,ESMERALDAS,ATACAMES
22/11/2024,24/11/2024,16:00,20:00,ESMERALDAS,ATACAMES
22/11/2024,24/11/2024,0:00,4:00,ESMERALDAS,MUISNE
22/11/2024,24/11/2024,8:00,12:00,ESMERALDAS,MUISNE
22/11/2024,24/11/2024,0:00,4:00,ESMERALDAS,QUININDÉ
22/11/2024,24/11/2024,8:00,12:00,ESMERALDAS,QUININDÉ
22/11/2024,24/11/2024,0:00,4:00,SANTO DOMINGO,SANTO DOMINGO
22/11/2024,24/11/2024,8:00,12:00,SANTO DOMINGO,SANTO DOMINGO
22/11/2024,24/11/2024,8:00,12:00,SANTO DOMINGO,SANTO DOMINGO
22/11/2024,24/11/2024,16:00,20:00,SANTO DOMINGO,SANTO DOMINGO
22/11/2024,24/11/2024,0:00,4:00,SANTO DOMINGO,SANTO DOMINGO
22/11/2024,24/11/2024,8:00,12:00,SANTO DOMINGO,SANTO DOMINGO
22/11/2024,24/11/2024,0:00,4:00,MANABÍ,CHONE
22/11/2024,24/11/2024,8:00,12:00,MANABÍ,CHONE
22/11/2024,24/11/2024,8:00,12:00,MANABÍ,JIPIJAPA
22/11/2024,24/11/2024,16:00,20:00,MANABÍ,JIPIJAPA
22/11/2024,24/11/2024,0:00,4:00,MANABÍ,MANTA
22/11/2024,24/11/2024,8:00,12:00,MANABÍ,MANTA
22/11/2024,24/11/2024,0:00,4:00,MANABÍ,PAJAN
22/11/2024,24/11/2024,8:00,12:00,MANABÍ,PAJAN
22/11/2024,24/11/2024,8:00,12:00,MANABÍ,ROCAFUERTE
22/11/2024,24/11/2024,16:00,20:00,MANABÍ,ROCAFUERTE
22/11/2024,24/11/2024,8:00,12:00,MANABÍ,MONTECRISTI
22/11/2024,24/11/2024,16:00,20:00,MANABÍ,MONTECRISTI
22/11/2024,24/11/2024,0:00,4:00,BOLIVAR,GUARANDA
22/11/2024,24/11/2024,8:00,12:00,BOLIVAR,GUARANDA
22/11/2024,24/11/2024,0:00,4:00,BOLIVAR,SAN MIGUEL
22/11/2024,24/11/2024,8:00,12:00,BOLIVAR,SAN MIGUEL
22/11/2024,24/11/2024,8:00,12:00,BOLIVAR,CHIMBO
22/11/2024,24/11/2024,16:00,20:00,BOLIVAR,CHIMBO
22/11/2024,24/11/2024,8:00,12:00,BOLIVAR,CALUMA
22/11/2024,24/11/2024,16:00,20:00,BOLIVAR,CALUMA
22/11/2024,24/11/2024,0:00,4:00,SANTA ELENA,SANTA ELENA
22/11/2024,24/11/2024,8:00,12:00,SANTA ELENA,SANTA ELENA
22/11/2024,24/11/2024,0:00,4:00,SANTA ELENA,SANTA ELENA
22/11/2024,24/11/2024,8:00,12:00,SANTA ELENA,SANTA ELENA
22/11/2024,24/11/2024,8:00,12:00,SANTA ELENA,SANTA ELENA
22/11/2024,24/11/2024,16:00,20:00,SANTA ELENA,SANTA ELENA
22/11/2024,24/11/2024,8:00,12:00,SANTA ELENA,LA LIBERTAD
22/11/2024,24/11/2024,16:00,20:00,SANTA ELENA,LA LIBERTAD
3/10/2024,5/10/2024,8:00,12:00,LOS RÍOS,BABAHOYO
3/10/2024,5/10/2024,20:00,23:00,LOS RÍOS,BABAHOYO
3/10/2024,5/10/2024,0:00,4:00,LOS RÍOS,QUEVEDO
3/10/2024,5/10/2024,12:00,16:00,LOS RÍOS,QUEVEDO
3/10/2024,5/10/2024,4:00,8:00,LOS RÍOS,QUEVEDO
3/10/2024,5/10/2024,20:00,23:00,LOS RÍOS,QUEVEDO
3/10/2024,5/10/2024,4:00,8:00,LOS RÍOS,VENTANAS
3/10/2024,5/10/2024,20:00,23:00,LOS RÍOS,VENTANAS
3/10/2024,5/10/2024,0:00,4:00,LOS RÍOS,VINCES
3/10/2024,5/10/2024,12:00,16:00,LOS RÍOS,VINCES
3/10/2024,5/10/2024,0:00,4:00,LOS RÍOS,MOCACHE
3/10/2024,5/10/2024,12:00,16:00,LOS RÍOS,MOCACHE
3/10/2024,5/10/2024,4:00,8:00,LOS RÍOS,PALENQUE
3/10/2024,5/10/2024,20:00,23:00,LOS RÍOS,PALENQUE
3/10/2024,5/10/2024,4:00,8:00,LOS RÍOS,BUENA FÉ
3/10/2024,5/10/2024,20:00,23:00,LOS RÍOS,BUENA FÉ
3/10/2024,5/10/2024,0:00,4:00,LOS RÍOS,VALENCIA
3/10/2024,5/10/2024,12:00,16:00,LOS RÍOS,VALENCIA
3/10/2024,5/10/2024,4:00,8:00,LOS RÍOS,PUEBLOVIEJO
3/10/2024,5/10/2024,20:00,23:00,LOS RÍOS,PUEBLOVIEJO
3/10/2024,5/10/2024,0:00,4:00,GUAYAS/LOS RÍOS,EL EMPALME
3/10/2024,5/10/2024,12:00,16:00,GUAYAS/LOS RÍOS,EL EMPALME
29/09/2024,1/10/2024,0:00,4:00,GUAYAS/LOS RÍOS,BABAHOYO
29/09/2024,1/10/2024,12:00,16:00,GUAYAS/LOS RÍOS,BABAHOYO
29/09/2024,1/10/2024,4:00,8:00,GUAYAS/LOS RÍOS,BABAHOYO
29/09/2024,1/10/2024,20:00,23:00,GUAYAS/LOS RÍOS,BABAHOYO
29/09/2024,1/10/2024,8:00,12:00,GUAYAS/LOS RÍOS,BABAHOYO
29/09/2024,1/10/2024,20:00,23:00,GUAYAS/LOS RÍOS,BABAHOYO
29/09/2024,1/10/2024,4:00,8:00,GUAYAS/LOS RÍOS,QUEVEDO
29/09/2024,1/10/2024,20:00,23:00,GUAYAS/LOS RÍOS,QUEVEDO
29/09/2024,1/10/2024,0:00,4:00,GUAYAS/LOS RÍOS,DAULE
29/09/2024,1/10/2024,12:00,16:00,GUAYAS/LOS RÍOS,DAULE
29/09/2024,1/10/2024,4:00,8:00,GUAYAS/LOS RÍOS,SAMBORONDÓN
29/09/2024,1/10/2024,20:00,23:00,GUAYAS/LOS RÍOS,SAMBORONDÓN
29/09/2024,1/10/2024,4:00,8:00,GUAYAS/LOS RÍOS,DURÁN
29/09/2024,1/10/2024,20:00,23:00,GUAYAS/LOS RÍOS,DURÁN
29/09/2024,1/10/2024,4:00,8:00,GUAYAS/LOS RÍOS,DURÁN
29/09/2024,1/10/2024,20:00,23:00,GUAYAS/LOS RÍOS,DURÁN
