Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
Oct;General;Alta;Industrial;Público;EATCGCD1 (AT / Industrial con Demanda Horaria Diferenciada - AT1);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;35.089,63;2.392.340,71
Oct;General;Baja;Otros;Privado;BTCGSD06 (BT / Abonados Especiales con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;0,00;1,41;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Oct;General;Baja;Otros;Privado;BTCGSD10 (BT / Abonados Especiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Oct;General;Baja;Otros;Privado;NDCGCD01 (BT / Asistencia Social con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;9,97;798,48
Oct;General;Baja;Otros;Privado;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);0;0,00;0,00;23;37,11;1.500,61;14;11,36;477,53;0;0,00;0,00;560;299,91;12.366,30;53;36,73;1.506,30;1.004;710,02;28.814,96;16;29,50;1.245,27;15;7,65;316,30;40;43,96;1.786,24;107;79,30;3.246,66
Oct;General;Baja;Otros;Privado;BTCGCD06 (BT / Bombeo de Agua con Demanda);0;0,00;0,00;0;0,00;0,00;15;4,13;563,83;44;144,56;13.558,56;329;261,79;26.896,27;10;30,33;3.032,57;29;149,78;13.339,71;16;94,05;8.571,11;2;4,99;446,70;1;6,94;580,50;20;14,55;1.426,19
Oct;General;Baja;Otros;Privado;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;3;1,78;296,21;0;0,00;0,00;9;164,93;12.335,23;2;22,13;1.820,96;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;17,37;1.352,04
Oct;General;Baja;Comercial;Privado;BTCGSD01 (BT / Comercial);3.567;960,74;97.966,50;17.349;7.762,71;789.922,68;7.054;2.634,45;267.719,37;67.344;33.375,45;3.397.310,51;17.107;9.384,52;954.368,44;7.171;3.034,28;242.692,28;16.461;8.544,05;864.468,14;11.218;4.591,81;467.086,93;8.665;4.236,51;429.163,11;26.163;9.183,22;931.902,80;11.517;4.398,43;446.730,70
Oct;General;Baja;Comercial;Privado;BTCGCD01 (BT / Comercial con Demanda);9;23,41;2.581,37;0;0,00;0,00;102;173,44;21.827,78;4.410;17.024,02;1.870.009,90;1.173;4.910,10;545.915,63;62;172,77;19.784,64;111;221,80;26.186,18;331;1.002,83;111.680,31;43;140,30;15.333,92;27;67,42;7.568,18;100;123,59;14.669,49
Oct;General;Baja;Comercial;Privado;BTCGCD31 (BT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;48;503,95;50.294,14;0;0,00;0,00;0;0,00;0,00;23;186,08;19.099,36;2;6,43;608,82;0;0,00;0,00;0;0,00;0,00;573;2.826,74;292.057,90
