Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC
Sep;General;Alta;Otros;Público;ATCGCD04 (AT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;353,50;17.659,44;1;16.266,77;875.513,91;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;1.399,21;89.918,80;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Otros;Público;ATCGCD16 (AT / Estación de Carga Rápida con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Industrial;Público;ATCGCD07 (AT / Industrial con Demanda Horaria Diferenciada);0;0,00;0,00;0;0,00;0,00;2;5.449,84;419.861,28;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;2;2.189,98;163.970,77;0;0,00;0,00;0;0,00;0,00
Sep;General;NO APLICA;Otros;Público;REFACTOT (Otros / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;-19,72;-2.467,92;0;0,00;0,00;0;0,00;998,46;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;-11,79;-932,44;0;0,00;0,00;0;1,74;277,57
Sep;General;Alta;Otros;Público;ATCGCD08 (AT / Servicio Comunitario con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Otros;Público;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Otros;Público;ATCGCD05 (AT / Otros con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Comercial;Público;ATCGCD09 (AT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Otros;Público;ATCGCD10 (AT / Entidades Oficiales con Demanda Horaria);0;0,00;0,00;2;2.105,26;147.284,33;1;477,59;38.321,29;6;3.045,51;191.939,43;2;263,77;18.907,42;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;350,40;26.104,77;2;1.042,48;80.392,90;0;0,00;0,00
Sep;General;Alta;Otros;Público;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Otros;Público;ATCGCD13 (AT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;1;2.716,39;111.313,47;1;677,60;27.651,75;1;11.765,92;485.130,59;0;0,00;0,00;6;8.302,41;343.158,68;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Alta;Industrial;Público;EATCGCD1 (AT / Industrial con Demanda Horaria Diferenciada - AT1);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;34.309,55;2.344.982,13
Sep;General;Baja;Otros;Privado;BTCGSD06 (BT / Abonados Especiales con Demanda);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Baja;Otros;Privado;BTCGSD10 (BT / Abonados Especiales con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Baja;Otros;Privado;NDCGCD01 (BT / Asistencia Social con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;8,85;743,24
Sep;General;Baja;Otros;Privado;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);0;0,00;0,00;23;34,43;1.393,23;8;7,55;394,18;0;0,00;0,00;560;336,25;13.864,44;53;38,74;1.586,74;990;768,55;30.551,46;16;29,50;1.245,27;15;6,28;261,74;39;41,01;1.667,86;108;78,15;3.201,48
Sep;General;Baja;Otros;Privado;BTCGCD06 (BT / Bombeo de Agua con Demanda);0;0,00;0,00;0;0,00;0,00;15;3,86;526,23;44;141,48;13.293,02;333;290,00;28.990,87;10;28,29;2.851,96;29;110,06;10.303,48;16;94,05;8.571,11;2;5,08;453,56;1;6,77;567,19;20;14,53;1.424,86
Sep;General;Baja;Otros;Privado;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;3;2,17;308,96;0;0,00;0,00;9;175,97;13.137,68;2;40,31;3.137,09;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;4;16,89;1.334,61
Sep;General;Baja;Comercial;Privado;BTCGSD01 (BT / Comercial);3.552;932,39;95.080,65;17.272;7.624,68;775.998,93;7.134;2.762,81;280.901,61;67.403;32.075,82;3.257.001,09;17.175;9.398,07;955.984,87;7.071;3.310,72;337.532,68;16.394;8.608,40;870.513,43;11.218;4.591,81;467.086,93;8.607;4.025,97;407.450,52;26.062;9.013,96;913.021,37;11.492;4.598,69;467.052,86
Sep;General;Baja;Comercial;Privado;BTCGCD01 (BT / Comercial con Demanda);10;22,39;2.521,78;0;0,00;0,00;102;171,07;21.489,77;4.390;16.055,36;1.773.877,92;1.172;4.742,11;531.860,47;62;170,33;19.603,10;111;244,71;28.184,59;331;1.002,83;111.680,31;44;143,39;15.682,11;27;64,81;7.346,16;98;124,84;14.592,21
Sep;General;Baja;Comercial;Privado;BTCGCD31 (BT / Comercial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;48;476,92;47.745,85;0;0,00;0,00;0;0,00;0,00;23;198,49;20.185,68;2;6,43;608,82;0;0,00;0,00;0;0,00;0,00;572;2.824,16;291.534,44
Sep;General;Baja;Otros;Privado;BTCGSD09 (BT / Culto Religioso);317;21,28;1.311,52;540;94,31;5.147,83;435;92,50;4.864,89;397;195,39;17.539,02;925;241,85;12.990,50;436;93,22;4.965,45;367;107,67;5.682,25;425;83,70;4.353,04;272;70,34;3.700,84;736;126,93;6.791,49;404;54,10;2.901,06
Sep;General;Baja;Otros;Privado;BTCGCD32 (BT / Culto Religioso con Demanda);1;0,55;45,22;0;0,00;0,00;0;0,00;0,00;53;73,98;7.379,01;14;10,08;907,11;3;3,55;349,77;2;7,50;574,59;15;22,34;2.460,54;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Baja;Otros;Privado;BTCGCD08 (BT / Escenarios Deportivos con Demanda);1;2,04;218,07;0;0,00;0,00;0;0,00;0,00;9;29,77;3.286,67;0;0,00;0,00;3;2,43;366,12;2;6,11;673,64;1;0,16;14,27;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00
Sep;General;Baja;Industrial;Privado;BTCGSD02 (BT / Industrial Artesanal);94;15,33;1.283,59;869;337,82;28.722,08;232;57,17;4.803,88;858;492,59;44.126,17;172;90,60;7.702,83;192;55,81;4.701,03;309;165,55;14.264,39;26;10,21;870,32;81;34,59;2.911,79;90;33,59;2.844,73;227;80,07;6.687,13
Sep;General;Baja;Industrial;Privado;BTCGCD02 (BT / Industrial con Demanda);5;2,30;430,52;0;0,00;0,00;5;5,12;621,40;502;1.210,53;136.824,34;19;41,93;4.968,87;4;0,84;130,32;47;77,47;9.006,67;48;26,26;3.277,50;0;0,00;0,00;0;0,00;0,00;13;10,53;1.189,77
Sep;General;Baja;Industrial;Privado;BTCGCD30 (BT / Industrial con Demanda Horaria);0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;1;4,54;399,92;0;0,00;0,00;6;33,51;3.909,95;25;282,62;25.223,90;1;6,30;536,07;0;0,00;0,00;0;0,00;0,00;172;989,52;83.956,32
Sep;Residencial;NO APLICA;Residencial;Privado;REFACTRE (Residencial / Refacturaciones y Reliquidaciones);0;0,00;0,00;0;0,00;0,00;0;-230,90;-43.794,25;0;0,00;0,00;0;0,00;1.470,65;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;272,21;25.321,86;0;0,00;0,00;0;205,91;29.620,38
Sep;Residencial;Baja;Residencial;Privado;BTCRSD01 (BT / Residencial);62.408;3.924,09;454.061,23;224.416;33.520,93;4.242.265,42;97.718;13.254,99;1.438.560,91;521.991;123.685,64;12.649.389,14;284.445;65.547,73;7.624.979,14;115.673;16.837,91;1.823.035,42;286.062;47.498,85;4.993.541,64;125.291;18.700,90;2.013.730,01;91.568;13.318,20;1.438.982,25;204.815;23.374,17;2.533.445,55;84.171;11.910,20;1.306.364,31
