region,fecha,consumo
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-06-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2024-09-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,27.197
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.062
BOL,2025-04-01,2.777
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.67
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.527
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.23
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.723
BOL,2025-04-01,3.232
BOL,2025-04-01,0.0
BOL,2025-04-01,2.63
BOL,2025-04-01,0.0
BOL,2025-04-01,4.744
BOL,2025-04-01,544.884
BOL,2025-04-01,38.728
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,30.277
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.077
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.661
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.17544
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,135.456
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,968.197
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,28.738
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.006
BOL,2025-04-01,3.495
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,2.085
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.969
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.054
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.635
BOL,2025-04-01,407.326
BOL,2025-04-01,0.0
BOL,2025-04-01,3.557
BOL,2025-04-01,0.0
BOL,2025-04-01,5.762
BOL,2025-04-01,456.144
BOL,2025-04-01,38.14
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,35.537
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.076
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.639
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.16626
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,125.358
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,46.564
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.017
BOL,2025-04-01,2.546
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.867
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.989
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.239
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.746
BOL,2025-04-01,3.934
BOL,2025-04-01,0.0
BOL,2025-04-01,1.703
BOL,2025-04-01,0.0
BOL,2025-04-01,6.276
BOL,2025-04-01,377.604
BOL,2025-04-01,37.343
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,33.852
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.058
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,1.505
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,350.262
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
BOL,2025-04-01,0.0
